ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-173d0c,A-f1f639,2024-05-29,2024-05-30 17:00:00,41.0,high,19,5.0,False
T-9cbdc5,A-c222ab,2024-10-28,2024-10-28 09:00:00,9.0,medium,18,,False
T-534a33,A-5c9849,2023-12-07,2023-12-09 05:00:00,53.0,low,12,,True
T-b87a5a,A-b7724f,2024-07-24,2024-07-25 19:00:00,43.0,low,175,,False
T-76d301,A-e4144b,2024-03-29,2024-03-31 07:00:00,55.0,urgent,178,4.0,False
T-7d5bb9,A-c58f49,2024-09-18,2024-09-20 04:00:00,52.0,urgent,31,,True
T-ad72a6,A-342303,2024-03-03,2024-03-03 10:00:00,10.0,high,10,,False
T-370b82,A-712426,2023-11-24,2023-11-26 01:00:00,49.0,low,87,5.0,False
T-913bc6,A-600734,2023-11-02,2023-11-03 06:00:00,30.0,urgent,117,,False
T-262c36,A-86902e,2023-05-19,2023-05-21 19:00:00,67.0,medium,165,,False
T-b685e1,A-02cd81,2024-03-12,2024-03-13 13:00:00,37.0,medium,111,,False
T-1a19ef,A-2d1036,2024-09-19,2024-09-19 20:00:00,20.0,medium,98,5.0,True
T-85c450,A-439b2f,2023-01-05,2023-01-05 05:00:00,5.0,low,67,,False
T-b0063c,A-8b0451,2024-02-17,2024-02-17 23:00:00,23.0,high,111,3.0,False
T-a0d060,A-9208f0,2023-01-04,2023-01-04 12:00:00,12.0,low,18,,False
T-93f669,A-443f6f,2024-10-29,2024-10-30 12:00:00,36.0,high,154,,False
T-34deb3,A-53f4e3,2024-05-16,2024-05-18 02:00:00,50.0,high,150,,False
T-57f1af,A-432483,2024-09-20,2024-09-22 03:00:00,51.0,urgent,128,,False
T-ba59c1,A-bbc346,2024-09-05,2024-09-07 03:00:00,51.0,medium,156,5.0,False
T-7917a1,A-8ed5dd,2024-06-09,2024-06-10 16:00:00,40.0,high,125,,False
T-d532cc,A-4f18f0,2024-08-04,2024-08-05 10:00:00,34.0,low,34,4.0,False
T-de7b56,A-6f8ad2,2024-11-15,2024-11-17 11:00:00,59.0,medium,3,5.0,False
T-9890b1,A-96bbc6,2023-03-24,2023-03-26 16:00:00,64.0,high,58,4.0,False
T-f4b555,A-cbd1a3,2024-02-05,2024-02-06 08:00:00,32.0,medium,3,,False
T-d97c4e,A-e5d6ab,2023-07-10,2023-07-12 02:00:00,50.0,high,9,,False
T-810e51,A-eb7c38,2024-07-14,2024-07-14 05:00:00,5.0,low,83,4.0,False
T-a8d3cc,A-e98302,2024-11-25,2024-11-26 18:00:00,42.0,urgent,57,4.0,False
T-1ce392,A-ad3abd,2023-12-28,2023-12-29 01:00:00,25.0,urgent,164,3.0,False
T-8f5672,A-c37601,2023-10-19,2023-10-21 11:00:00,59.0,urgent,5,,False
T-4fa65e,A-a09355,2024-06-03,2024-06-03 18:00:00,18.0,urgent,55,,False
T-8d66fe,A-d40bf7,2023-01-04,2023-01-05 03:00:00,27.0,urgent,171,5.0,False
T-788eff,A-029f69,2024-04-18,2024-04-19 11:00:00,35.0,urgent,131,3.0,False
T-3b516f,A-1b7577,2023-05-22,2023-05-22 19:00:00,19.0,urgent,167,5.0,False
T-30c6e3,A-eb2fdc,2023-11-17,2023-11-18 03:00:00,27.0,low,30,5.0,False
T-052718,A-241e75,2023-02-12,2023-02-12 08:00:00,8.0,medium,69,4.0,False
T-08c89b,A-309e54,2024-04-27,2024-04-28 12:00:00,36.0,urgent,82,3.0,False
T-74e1b9,A-0dbdc6,2023-09-06,2023-09-06 21:00:00,21.0,low,138,,False
T-20a128,A-7988d1,2024-11-26,2024-11-27 21:00:00,45.0,urgent,31,3.0,False
T-d23a9b,A-ad296b,2023-07-22,2023-07-23 07:00:00,31.0,urgent,95,5.0,False
T-c55d61,A-8ed5dd,2023-03-21,2023-03-21 06:00:00,6.0,high,8,4.0,False
T-2626fb,A-67be94,2024-05-04,2024-05-04 14:00:00,14.0,high,168,,False
T-8ed20f,A-54d94a,2023-08-15,2023-08-15 18:00:00,18.0,medium,78,,False
T-01dc5a,A-fd9422,2024-03-10,2024-03-12 22:00:00,70.0,urgent,115,4.0,True
T-279c10,A-1e6fc3,2023-07-09,2023-07-10 09:00:00,33.0,high,149,,False
T-a48070,A-856b1e,2024-02-10,2024-02-11 14:00:00,38.0,low,111,,True
T-aa897f,A-751c58,2024-11-03,2024-11-04 17:00:00,41.0,low,93,5.0,False
T-48d493,A-8145a0,2024-10-26,2024-10-27 15:00:00,39.0,medium,122,4.0,False
T-4d4a28,A-fd9422,2023-07-14,2023-07-14 23:00:00,23.0,medium,162,4.0,False
T-141bed,A-50f3f7,2023-12-16,2023-12-17 06:00:00,30.0,low,2,,False
T-ca5ab4,A-53f4e3,2024-09-24,2024-09-25 15:00:00,39.0,urgent,98,5.0,False
T-74be0c,A-bcf664,2024-11-16,2024-11-16 02:00:00,2.0,high,4,4.0,False
T-2968aa,A-016043,2024-12-11,2024-12-13 11:00:00,59.0,low,143,,False
T-9fff22,A-b07346,2024-03-08,2024-03-10 04:00:00,52.0,medium,162,,False
T-6503b3,A-9123ac,2023-12-19,2023-12-21 18:00:00,66.0,high,24,5.0,False
T-2e478d,A-6965e1,2023-06-19,2023-06-20 18:00:00,42.0,medium,175,,False
T-6d8847,A-3a5ad8,2023-07-16,2023-07-18 02:00:00,50.0,urgent,27,,False
T-245f39,A-e3bd71,2023-06-30,2023-06-30 19:00:00,19.0,urgent,105,,False
T-c3e2dd,A-202b67,2024-06-26,2024-06-28 21:00:00,69.0,medium,109,4.0,False
T-a32345,A-503d5a,2024-11-20,2024-11-20 07:00:00,7.0,medium,54,,False
T-42f9b6,A-bcf664,2023-05-12,2023-05-12 12:00:00,12.0,urgent,172,,False
T-399cd5,A-5247b3,2023-03-30,2023-03-30 23:00:00,23.0,urgent,62,3.0,False
T-5c4e0b,A-c608c8,2023-09-23,2023-09-25 12:00:00,60.0,medium,39,3.0,False
T-611dd2,A-86902e,2023-07-22,2023-07-23 05:00:00,29.0,medium,166,3.0,False
T-b48c61,A-2789e3,2024-11-10,2024-11-12 21:00:00,69.0,medium,74,4.0,False
T-34025b,A-5c9849,2023-07-15,2023-07-17 22:00:00,70.0,urgent,104,,False
T-a0a7fe,A-55f257,2023-02-27,2023-02-28 07:00:00,31.0,medium,160,,False
T-8c66ed,A-7c83a1,2023-09-20,2023-09-22 17:00:00,65.0,low,38,4.0,False
T-6e55e5,A-0f7d77,2023-06-05,2023-06-06 03:00:00,27.0,high,48,5.0,False
T-526bb5,A-1986ca,2024-08-10,2024-08-11 17:00:00,41.0,high,135,,False
T-c25880,A-9289f6,2023-06-01,2023-06-02 11:00:00,35.0,medium,59,5.0,False
T-c87e58,A-716841,2023-12-11,2023-12-13 16:00:00,64.0,low,102,5.0,False
T-8d611d,A-2e3bad,2023-02-08,2023-02-09 07:00:00,31.0,medium,125,3.0,False
T-a7ddd2,A-1ac5e0,2023-03-29,2023-03-31 12:00:00,60.0,high,169,,False
T-e44461,A-7f29a7,2024-07-08,2024-07-09 00:00:00,24.0,urgent,5,4.0,False
T-b2d025,A-3793ee,2024-06-26,2024-06-27 20:00:00,44.0,low,176,,False
T-65a10b,A-ad3abd,2023-08-16,2023-08-16 13:00:00,13.0,medium,12,3.0,False
T-0c9c88,A-0baac2,2024-07-10,2024-07-12 05:00:00,53.0,high,89,5.0,False
T-0eef43,A-fa2041,2024-03-30,2024-03-30 16:00:00,16.0,low,99,3.0,False
T-662a1c,A-e19ff6,2023-02-01,2023-02-02 08:00:00,32.0,urgent,74,5.0,False
T-f37486,A-7641d3,2023-02-03,2023-02-03 05:00:00,5.0,urgent,123,5.0,True
T-633fa7,A-054577,2023-09-01,2023-09-02 22:00:00,46.0,urgent,70,4.0,False
T-a291f6,A-e98302,2023-09-28,2023-10-01 00:00:00,72.0,urgent,178,4.0,False
T-bf9878,A-3ce5b8,2024-11-15,2024-11-17 19:00:00,67.0,urgent,15,3.0,False
T-3345a4,A-6da850,2024-12-21,2024-12-23 09:00:00,57.0,low,112,4.0,False
T-d99655,A-712533,2024-11-26,2024-11-28 00:00:00,48.0,high,104,,False
T-2166d3,A-aa9511,2023-01-11,2023-01-13 08:00:00,56.0,high,136,4.0,False
T-698b5a,A-d62e02,2024-05-04,2024-05-05 12:00:00,36.0,high,31,4.0,False
T-4c47b4,A-f03140,2024-02-29,2024-02-29 08:00:00,8.0,low,152,5.0,False
T-7da6d5,A-781cc0,2024-12-17,2024-12-19 16:00:00,64.0,high,162,3.0,False
T-5e536f,A-40906c,2024-10-21,2024-10-22 08:00:00,32.0,medium,91,,False
T-b94ce2,A-1f559b,2024-12-10,2024-12-11 18:00:00,42.0,urgent,142,5.0,False
T-411de2,A-c9bb3e,2023-09-27,2023-09-29 21:00:00,69.0,low,7,5.0,False
T-458b18,A-22f2df,2024-05-23,2024-05-25 22:00:00,70.0,urgent,60,5.0,False
T-3171ab,A-4c56c9,2024-08-26,2024-08-26 09:00:00,9.0,low,10,4.0,False
T-5435e7,A-7c83a1,2024-04-10,2024-04-12 08:00:00,56.0,high,140,3.0,False
T-9c0369,A-34ea2f,2023-09-24,2023-09-25 16:00:00,40.0,low,30,4.0,False
T-4a3162,A-bcbe98,2023-08-21,2023-08-22 07:00:00,31.0,urgent,112,5.0,False
T-3e6e13,A-e1462e,2024-08-02,2024-08-02 12:00:00,12.0,urgent,115,3.0,False
T-d9ea42,A-b11cd0,2023-05-23,2023-05-24 12:00:00,36.0,medium,158,5.0,False
T-c0b9bc,A-f03140,2023-06-15,2023-06-16 07:00:00,31.0,urgent,143,3.0,False
T-ddae37,A-cc98bc,2023-03-24,2023-03-24 10:00:00,10.0,low,83,,False
T-ebb598,A-84ebe4,2023-09-06,2023-09-08 19:00:00,67.0,low,132,4.0,False
T-008e20,A-b78bf8,2024-12-17,2024-12-19 01:00:00,49.0,urgent,94,3.0,False
T-b41d5c,A-9289f6,2023-09-15,2023-09-15 05:00:00,5.0,high,71,,False
T-e45dfb,A-0f6450,2023-04-08,2023-04-08 16:00:00,16.0,medium,173,4.0,False
T-d6f0ba,A-30b4ca,2024-05-15,2024-05-17 04:00:00,52.0,low,69,,False
T-41e58d,A-9bfc9f,2024-02-29,2024-02-29 04:00:00,4.0,high,170,,False
T-129715,A-54ecc2,2023-07-06,2023-07-08 22:00:00,70.0,high,97,,False
T-fa3300,A-bcf664,2024-07-03,2024-07-06 00:00:00,72.0,low,80,,False
T-fa177b,A-e2cd1b,2023-07-28,2023-07-30 13:00:00,61.0,low,29,4.0,False
T-95c3dd,A-fabe19,2024-01-06,2024-01-07 19:00:00,43.0,high,15,4.0,False
T-57d464,A-671f31,2023-11-07,2023-11-08 20:00:00,44.0,high,146,4.0,False
T-f97334,A-c45b23,2024-11-02,2024-11-03 18:00:00,42.0,urgent,75,,False
T-c2f40f,A-1f0636,2024-08-22,2024-08-22 17:00:00,17.0,high,68,3.0,False
T-6c2263,A-82861f,2024-09-14,2024-09-14 17:00:00,17.0,medium,150,3.0,False
T-9ac5fe,A-068fc6,2024-04-25,2024-04-26 10:00:00,34.0,urgent,106,4.0,False
T-70987d,A-1f7acb,2024-12-05,2024-12-07 09:00:00,57.0,high,178,,False
T-96ccc2,A-186a44,2024-12-30,2024-12-31 00:00:00,24.0,high,146,4.0,False
T-04fe85,A-6f8ad2,2023-09-24,2023-09-24 06:00:00,6.0,high,121,4.0,False
T-8ab6ea,A-dcc3f1,2024-08-20,2024-08-21 21:00:00,45.0,high,153,,False
T-7cb39d,A-3be56b,2023-12-22,2023-12-22 14:00:00,14.0,medium,32,3.0,False
T-831e11,A-cb6cc6,2024-06-26,2024-06-26 05:00:00,5.0,low,90,,False
T-95d237,A-cb5333,2023-04-25,2023-04-25 13:00:00,13.0,high,54,,False
T-b251a1,A-20736a,2024-01-08,2024-01-09 01:00:00,25.0,urgent,11,3.0,False
T-06628f,A-4e960a,2023-10-31,2023-11-02 06:00:00,54.0,urgent,95,,False
T-452a96,A-2ebb4b,2024-04-05,2024-04-06 12:00:00,36.0,low,149,3.0,False
T-702e0f,A-96e141,2024-01-26,2024-01-27 22:00:00,46.0,high,17,4.0,False
T-710a02,A-1b7577,2024-05-31,2024-05-31 10:00:00,10.0,medium,37,3.0,False
T-ca831e,A-9b9fe9,2024-12-21,2024-12-21 08:00:00,8.0,high,127,,False
T-073728,A-b9eed8,2023-03-03,2023-03-03 22:00:00,22.0,medium,116,,True
T-088e00,A-3b37d9,2023-03-16,2023-03-18 15:00:00,63.0,high,107,,False
T-c9862e,A-96215d,2023-08-04,2023-08-05 01:00:00,25.0,urgent,115,3.0,False
T-321bf6,A-5ed98d,2023-06-28,2023-06-30 17:00:00,65.0,urgent,79,5.0,False
T-1df716,A-0b0d6d,2024-10-09,2024-10-11 01:00:00,49.0,medium,145,,False
T-69edbb,A-c16cf7,2024-10-24,2024-10-26 09:00:00,57.0,low,46,4.0,False
T-44cfed,A-592832,2023-12-02,2023-12-04 00:00:00,48.0,high,68,,False
T-7d169d,A-4a4c2d,2023-06-07,2023-06-08 07:00:00,31.0,medium,121,,False
T-1b9875,A-98a59a,2024-09-08,2024-09-10 13:00:00,61.0,low,48,5.0,False
T-0ec7ca,A-e4bf56,2024-02-13,2024-02-14 11:00:00,35.0,low,59,3.0,False
T-22aa61,A-4a4c2d,2023-04-29,2023-05-01 03:00:00,51.0,low,74,4.0,False
T-ec55d4,A-9c18c4,2023-07-24,2023-07-26 21:00:00,69.0,urgent,67,5.0,False
T-cee095,A-e08cd3,2023-04-23,2023-04-24 17:00:00,41.0,high,129,,False
T-45f75a,A-dcc3f1,2024-08-17,2024-08-18 00:00:00,24.0,high,71,,False
T-8b2aa1,A-65a46c,2024-03-18,2024-03-19 13:00:00,37.0,medium,118,,False
T-a617b9,A-1d5444,2024-06-01,2024-06-03 07:00:00,55.0,high,29,4.0,False
T-1850d3,A-0158bb,2024-01-11,2024-01-12 08:00:00,32.0,urgent,50,3.0,False
T-a1bc5a,A-7c6b6b,2024-06-24,2024-06-26 01:00:00,49.0,low,41,,False
T-361ccf,A-ce66f8,2024-12-06,2024-12-07 09:00:00,33.0,low,33,4.0,False
T-0416e6,A-44dc83,2023-08-31,2023-09-01 11:00:00,35.0,high,120,5.0,False
T-c1de5f,A-a09355,2023-10-13,2023-10-15 22:00:00,70.0,urgent,28,,False
T-15233b,A-c62e55,2023-09-24,2023-09-24 15:00:00,15.0,low,8,,False
T-2e0ccd,A-3b37d9,2023-09-30,2023-10-01 17:00:00,41.0,low,111,,False
T-488392,A-bd4513,2024-12-30,2024-12-30 10:00:00,10.0,high,12,5.0,False
T-2be50d,A-3a5ad8,2024-12-26,2024-12-26 14:00:00,14.0,urgent,16,5.0,False
T-6ce2af,A-ccabf0,2023-04-22,2023-04-23 11:00:00,35.0,high,156,4.0,False
T-f1d9e6,A-5a215a,2024-06-10,2024-06-10 18:00:00,18.0,medium,4,3.0,False
T-64293a,A-8ae3fc,2024-04-27,2024-04-29 11:00:00,59.0,high,65,4.0,False
T-9ea26e,A-50bb9f,2023-04-15,2023-04-15 05:00:00,5.0,medium,88,,False
T-5fbdb4,A-2789e3,2024-01-06,2024-01-06 20:00:00,20.0,medium,116,4.0,False
T-627615,A-dec005,2023-05-04,2023-05-06 04:00:00,52.0,high,124,,False
T-7b13df,A-ac85cd,2024-08-01,2024-08-01 23:00:00,23.0,low,35,,False
T-3118d4,A-df1e44,2024-11-22,2024-11-24 20:00:00,68.0,high,128,,False
T-9ac4b7,A-42b791,2023-04-05,2023-04-07 02:00:00,50.0,medium,20,,False
T-5d1f63,A-c42f1f,2023-08-16,2023-08-16 03:00:00,3.0,low,11,3.0,False
T-f81be8,A-503d5a,2024-10-29,2024-10-31 15:00:00,63.0,low,57,4.0,False
T-a952c0,A-855a48,2023-04-18,2023-04-20 00:00:00,48.0,high,125,4.0,False
T-2bafb7,A-7d514c,2024-12-07,2024-12-09 04:00:00,52.0,high,39,,False
T-1761af,A-50bb9f,2023-08-02,2023-08-04 15:00:00,63.0,low,29,4.0,False
T-ca8e8f,A-c608c8,2024-08-16,2024-08-18 10:00:00,58.0,low,93,,False
T-38dc90,A-6dee43,2023-02-05,2023-02-08 00:00:00,72.0,high,9,5.0,False
T-e2a819,A-508199,2024-03-05,2024-03-07 12:00:00,60.0,low,123,3.0,False
T-b1654b,A-3c1a3f,2023-11-10,2023-11-12 03:00:00,51.0,high,63,,False
T-9d2c2c,A-425e76,2024-03-05,2024-03-07 12:00:00,60.0,medium,50,,False
T-759461,A-45ce7a,2023-02-10,2023-02-12 12:00:00,60.0,low,87,4.0,False
T-a6d9f2,A-4437e4,2024-11-03,2024-11-03 02:00:00,2.0,urgent,168,,False
T-88e515,A-1f0ac7,2023-04-09,2023-04-10 20:00:00,44.0,high,174,,False
T-6af11a,A-4ef964,2023-06-10,2023-06-12 10:00:00,58.0,medium,47,,False
T-e85a54,A-7dacce,2024-03-16,2024-03-18 12:00:00,60.0,urgent,129,4.0,False
T-5b2cc5,A-e4bf56,2024-08-01,2024-08-01 07:00:00,7.0,low,169,,False
T-236dda,A-09316c,2024-06-28,2024-06-30 04:00:00,52.0,high,110,5.0,True
T-17e9a8,A-296d7c,2023-07-05,2023-07-07 23:00:00,71.0,low,118,4.0,False
T-0892d2,A-4f18f0,2023-07-04,2023-07-04 04:00:00,4.0,low,80,3.0,False
T-2099b8,A-d4e0d4,2024-08-18,2024-08-20 05:00:00,53.0,high,119,3.0,False
T-739439,A-67be94,2024-11-28,2024-11-29 05:00:00,29.0,high,32,3.0,False
T-9f3c3d,A-417d2f,2023-05-01,2023-05-02 05:00:00,29.0,low,74,,False
T-a5d583,A-462d45,2024-01-11,2024-01-12 12:00:00,36.0,high,111,,False
T-a38b5d,A-fe79a5,2023-12-01,2023-12-02 10:00:00,34.0,low,32,,False
T-3ff542,A-855a48,2024-07-10,2024-07-12 17:00:00,65.0,low,96,3.0,False
T-22582a,A-4ef964,2024-11-25,2024-11-27 17:00:00,65.0,medium,151,5.0,False
T-0bea7d,A-5b4ebb,2023-08-03,2023-08-05 05:00:00,53.0,low,31,4.0,False
T-cc11bd,A-977ca0,2024-11-21,2024-11-23 16:00:00,64.0,urgent,152,4.0,False
T-95369a,A-c37601,2023-06-11,2023-06-12 14:00:00,38.0,low,124,4.0,False
T-7507e8,A-e83938,2023-08-10,2023-08-13 00:00:00,72.0,medium,26,,False
T-9b3f6c,A-ba6516,2024-12-25,2024-12-25 15:00:00,15.0,medium,44,4.0,False
T-f7b50d,A-309e54,2024-01-06,2024-01-06 02:00:00,2.0,urgent,66,,False
T-9a1a87,A-671f31,2023-07-07,2023-07-08 07:00:00,31.0,high,32,5.0,False
T-b386f0,A-5a3eb9,2024-04-08,2024-04-08 05:00:00,5.0,medium,129,,False
T-19bc1e,A-a45270,2024-02-06,2024-02-08 15:00:00,63.0,high,162,,False
T-0f97f5,A-7f4db3,2023-05-12,2023-05-12 19:00:00,19.0,low,153,3.0,False
T-b91d49,A-fb186e,2024-02-07,2024-02-07 07:00:00,7.0,urgent,107,3.0,False
T-3b3bad,A-39ddf4,2024-03-13,2024-03-14 03:00:00,27.0,medium,116,4.0,False
T-499df5,A-625d0b,2023-05-21,2023-05-22 21:00:00,45.0,urgent,31,,False
T-6dd363,A-40a557,2024-07-05,2024-07-06 18:00:00,42.0,medium,150,3.0,False
T-53723b,A-f19409,2023-04-30,2023-04-30 13:00:00,13.0,medium,45,,False
T-afc27c,A-684255,2024-07-29,2024-07-29 17:00:00,17.0,low,95,,True
T-f01315,A-956988,2024-11-22,2024-11-24 09:00:00,57.0,urgent,153,3.0,False
T-2184bf,A-4e960a,2023-03-30,2023-03-31 08:00:00,32.0,urgent,15,3.0,False
T-b23b9f,A-65c341,2023-04-15,2023-04-17 07:00:00,55.0,low,109,,False
T-3444f4,A-902ef7,2023-11-28,2023-11-30 12:00:00,60.0,urgent,40,4.0,False
T-7431ee,A-c70870,2023-06-05,2023-06-07 13:00:00,61.0,high,171,,False
T-935963,A-bcbe98,2024-09-12,2024-09-12 05:00:00,5.0,low,85,4.0,False
T-7a95e0,A-0baac2,2023-12-16,2023-12-16 07:00:00,7.0,low,54,,False
T-eb97d9,A-32fb14,2024-07-22,2024-07-22 21:00:00,21.0,urgent,115,,False
T-d6707b,A-7df7a7,2023-04-24,2023-04-26 02:00:00,50.0,high,5,5.0,False
T-b7489a,A-71615e,2024-01-12,2024-01-14 01:00:00,49.0,medium,77,,False
T-06f51b,A-7dacce,2023-01-20,2023-01-21 02:00:00,26.0,high,5,4.0,False
T-f35250,A-151c9a,2024-05-31,2024-06-01 15:00:00,39.0,high,137,4.0,False
T-7dedc0,A-a8d89d,2024-03-26,2024-03-27 05:00:00,29.0,low,146,5.0,False
T-c248c0,A-0baac2,2024-06-05,2024-06-07 11:00:00,59.0,high,54,3.0,False
T-bd44ab,A-bcf87c,2023-12-19,2023-12-21 08:00:00,56.0,medium,59,5.0,False
T-060d32,A-854864,2023-03-18,2023-03-20 14:00:00,62.0,high,177,5.0,False
T-4b7f17,A-354f12,2023-08-13,2023-08-14 23:00:00,47.0,medium,171,,False
T-8ea29d,A-ee42db,2023-03-30,2023-03-30 14:00:00,14.0,high,164,,False
T-0217dd,A-484819,2023-02-05,2023-02-05 19:00:00,19.0,urgent,78,5.0,False
T-8c0ca5,A-cbbe12,2024-02-05,2024-02-06 15:00:00,39.0,high,158,,False
T-c15cd8,A-e3bd71,2023-11-24,2023-11-26 06:00:00,54.0,medium,132,5.0,False
T-08abd6,A-dfbd31,2023-03-07,2023-03-08 10:00:00,34.0,medium,72,3.0,False
T-6f6f56,A-fd9422,2024-03-18,2024-03-20 06:00:00,54.0,low,157,3.0,False
T-4dc394,A-3f9cc0,2023-04-26,2023-04-26 02:00:00,2.0,medium,159,4.0,False
T-a594a0,A-4bfa33,2023-05-20,2023-05-20 19:00:00,19.0,medium,84,4.0,False
T-46fbb6,A-69fad4,2023-07-27,2023-07-29 06:00:00,54.0,low,167,,False
T-88aac2,A-c9bb3e,2023-12-09,2023-12-10 05:00:00,29.0,urgent,161,4.0,False
T-65364e,A-5f7781,2024-05-26,2024-05-26 06:00:00,6.0,high,63,,False
T-fa9585,A-0a282f,2024-10-26,2024-10-26 18:00:00,18.0,medium,144,4.0,False
T-0afa9f,A-e08cd3,2023-11-02,2023-11-03 17:00:00,41.0,low,79,,False
T-88f56c,A-1f7acb,2023-04-22,2023-04-23 13:00:00,37.0,urgent,146,3.0,False
T-a28b90,A-b30291,2023-05-15,2023-05-15 16:00:00,16.0,urgent,1,,False
T-c27824,A-54ecc2,2023-02-16,2023-02-16 07:00:00,7.0,low,55,5.0,False
T-fa10d0,A-0651a4,2023-09-11,2023-09-11 03:00:00,3.0,urgent,18,,False
T-3b0545,A-c16101,2023-03-10,2023-03-11 00:00:00,24.0,high,168,,False
T-c67f26,A-e2cd1b,2024-07-03,2024-07-04 03:00:00,27.0,urgent,72,5.0,False
T-c779b5,A-50bb9f,2024-08-14,2024-08-15 23:00:00,47.0,urgent,33,,False
T-4291f4,A-1ac5e0,2024-05-21,2024-05-22 18:00:00,42.0,high,136,3.0,False
T-ad61d7,A-271f46,2023-02-09,2023-02-10 12:00:00,36.0,medium,79,,False
T-6b1bf1,A-180abf,2024-01-20,2024-01-21 10:00:00,34.0,medium,5,3.0,False
T-00183b,A-37f969,2023-09-06,2023-09-06 06:00:00,6.0,medium,5,4.0,False
T-d37bb3,A-524364,2024-10-25,2024-10-25 19:00:00,19.0,urgent,57,4.0,False
T-2e3ee5,A-9bfc9f,2024-09-21,2024-09-21 13:00:00,13.0,low,45,,False
T-fbe6c4,A-526d93,2023-10-26,2023-10-29 00:00:00,72.0,high,148,3.0,True
T-1d1488,A-90a8c8,2023-02-01,2023-02-03 11:00:00,59.0,urgent,71,4.0,False
T-34c636,A-2922b6,2024-11-13,2024-11-13 04:00:00,4.0,high,70,4.0,False
T-0aacaa,A-671f31,2023-02-02,2023-02-03 02:00:00,26.0,urgent,22,,False
T-3c9151,A-59f724,2024-12-15,2024-12-16 05:00:00,29.0,urgent,146,4.0,False
T-3915f7,A-310452,2024-04-10,2024-04-10 11:00:00,11.0,medium,139,3.0,False
T-b7fe89,A-bad8c1,2024-04-27,2024-04-28 03:00:00,27.0,high,49,4.0,False
T-f47516,A-db5e9e,2024-01-11,2024-01-13 20:00:00,68.0,low,18,5.0,False
T-12e968,A-de58ca,2023-12-07,2023-12-09 11:00:00,59.0,medium,125,,False
T-0037fe,A-e4bf56,2023-05-02,2023-05-02 04:00:00,4.0,urgent,78,3.0,False
T-01bdb9,A-625d0b,2023-11-20,2023-11-21 19:00:00,43.0,low,34,3.0,False
T-ee390f,A-410e86,2024-03-18,2024-03-18 22:00:00,22.0,medium,125,4.0,False
T-8d7ff3,A-eb7fac,2023-09-15,2023-09-15 05:00:00,5.0,urgent,147,,False
T-2572b1,A-712f1c,2023-11-10,2023-11-11 18:00:00,42.0,urgent,88,5.0,False
T-45bddf,A-a45270,2024-01-01,2024-01-03 21:00:00,69.0,urgent,120,,False
T-4537a8,A-7c5768,2024-10-14,2024-10-14 05:00:00,5.0,urgent,150,3.0,False
T-6804d9,A-39b19f,2023-04-13,2023-04-15 11:00:00,59.0,high,26,3.0,False
T-1df6ee,A-34d880,2024-07-12,2024-07-13 08:00:00,32.0,low,131,3.0,False
T-6511fb,A-1e1b80,2023-05-25,2023-05-26 07:00:00,31.0,high,32,3.0,False
T-7ad7ec,A-d4ac0e,2024-06-28,2024-06-29 04:00:00,28.0,high,53,,False
T-1c02f2,A-417d2f,2023-11-18,2023-11-19 20:00:00,44.0,urgent,113,4.0,False
T-0374bc,A-f446b6,2023-12-06,2023-12-07 14:00:00,38.0,urgent,53,3.0,False
T-5d8f79,A-fb186e,2024-07-28,2024-07-29 11:00:00,35.0,medium,92,,False
T-cee549,A-b07346,2024-11-12,2024-11-12 05:00:00,5.0,urgent,37,3.0,False
T-fe219c,A-2d1036,2023-03-22,2023-03-24 16:00:00,64.0,high,3,4.0,False
T-2912e9,A-5ed98d,2023-02-13,2023-02-13 14:00:00,14.0,medium,133,,False
T-c78f8a,A-e4144b,2023-11-04,2023-11-06 14:00:00,62.0,medium,175,4.0,False
T-429ce0,A-39ddf4,2023-05-31,2023-05-31 01:00:00,1.0,high,17,5.0,False
T-f72f97,A-de24d5,2024-06-27,2024-06-28 17:00:00,41.0,medium,99,3.0,False
T-d1723a,A-328bd0,2023-09-04,2023-09-04 08:00:00,8.0,medium,57,,False
T-512dec,A-0532a9,2023-12-16,2023-12-17 01:00:00,25.0,medium,127,,False
T-36b118,A-84ebe4,2023-07-18,2023-07-18 11:00:00,11.0,high,128,,False
T-bd85e1,A-3a5ad8,2024-09-02,2024-09-04 17:00:00,65.0,high,22,4.0,False
T-089718,A-812c5b,2023-01-06,2023-01-06 13:00:00,13.0,medium,105,,False
T-4f0baf,A-94d3da,2023-09-13,2023-09-14 03:00:00,27.0,urgent,60,,False
T-ced7f6,A-f1f639,2024-09-18,2024-09-18 19:00:00,19.0,low,27,5.0,False
T-cfb0cf,A-10b8da,2023-04-18,2023-04-19 09:00:00,33.0,low,77,3.0,False
T-769e8b,A-35083d,2023-09-24,2023-09-25 09:00:00,33.0,high,176,5.0,False
T-f0b00c,A-4437e4,2024-11-16,2024-11-16 18:00:00,18.0,medium,179,3.0,False
T-c0657b,A-9289f6,2023-06-12,2023-06-14 02:00:00,50.0,low,155,,False
T-4db443,A-08e34e,2024-03-29,2024-03-30 07:00:00,31.0,low,15,,False
T-19a57f,A-2edab2,2023-10-18,2023-10-20 00:00:00,48.0,low,34,,False
T-8639ca,A-8e47ca,2023-09-30,2023-10-03 00:00:00,72.0,medium,145,5.0,True
